SFS-nr	Rubrik
2018:1650	Förordning (2018:1650) om fastställande av andelar för fördelning av ålderspensionsavgifter och statliga ålderspensionsavgifter under år 2019
2018:1653	Lag (2018:1653) om företagsnamn
2018:1654	Lag (2018:1654) om sanktioner vid intrång i rätten till vissa skyddade  beteckningar
2018:1693	Lag (2018:1693) om polisens behandling av personuppgifter inom brottsdatalagens område
2018:1694	Lag (2018:1694) om Tullverkets behandling av personuppgifter inom brottsdatalagens område
2018:1695	Lag (2018:1695) om Kustbevakningens behandling av personuppgifter inom brottsdatalagens område
2018:1696	Lag (2018:1696) om Skatteverkets behandling av personuppgifter inom brottsdatalagens område
2018:1697	Lag (2018:1697) om åklagarväsendets behandling av personuppgifter inom brottsdatalagens område
2018:1698	Lag (2018:1698) om domstolarnas behandling av personuppgifter inom brottsdatalagens område
2018:1699	Lag (2018:1699) om kriminalvårdens behandling av personuppgifter inom brottsdatalagens område
2018:1738	Förordning (2018:1738) om åklagarväsendets behandling av personuppgifter inom brottsdatalagens område
2018:1741	Förordning (2018:1741) om domstolarnas behandling av personuppgifter inom brottsdatalagens område
2018:1747	Förordning (2018:1747) om viss underrättelseskyldighet för Kriminalvården
2018:181	Järnvägstrafiklag (2018:181)
2018:1854	Lag (2018:1854) om den internationella fonden för farliga och skadliga ämnen
2018:1863	Förordning (2018:1863) om ansvar för skada vid sjötransport av farliga och skadliga ämnen
2018:1867	Förordning (2018:1867) om miljökompensation för överflyttning av godstransporter från väg till sjöfart
2018:1876	Förordning (2018:1876) om Tullverkets behandling av personuppgifter inom brottsdatalagens område
2018:1877	Förordning (2018:1877) om Skatteverkets behandling av personuppgifter inom brottsdatalagens område
2018:1879	Förordning (2018:1879) med instruktion för Etikprövningsmyndigheten
2018:1937	Lag (2018:1937) om tillgänglighet till digital offentlig service
2018:1938	Förordning (2018:1938) om tillgänglighet till digital offentlig service
2018:1939	Förordning (2018:1939) om invasiva främmande arter
2018:1942	Förordning (2018:1942) om polisens behandling av personuppgifter inom brottsdatalagens område
2018:1943	Förordning (2018:1943) om Kustbevakningens behandling av personuppgifter inom brottsdatalagens område
2018:1955	Förordning (2018:1955) om ränta vid betalningsskyldighet för underhållsstöd för år 2019
2018:1974	Lag (2018:1974) om säkerhetskontroll vid Sametingets offentliga sammanträden
2018:1991	Förordning (2018:1991) om ränta på lån till hemutrustning för flyktingar och vissa andra utlänningar för 2019
2018:20	Förordning (2018:20) om stöd för åtgärder som ger tillgång till telefoni och funktionell tillgång till internet
2018:2014	Förordning (2018:2014) om skyldighet för vissa offentliga funktionärer att anmäla innehav av finansiella instrument
2018:2016	Förordning (2018:2016) med kompletterande bestämmelser till EU:s förordning om faktablad för Priip-produkter
2018:2024	Lag (2018:2024) med kompletterande bestämmelser till EU:s förordning om referensvärden
2018:2052	Försäkringskassans föreskrifter (2018:2052) om procenttal för ändring av vissa underhållsbidrag
2018:2088	Lag (2018:2088) om tobak och liknande produkter
2018:2098	Förordning (2018:2098) om garantier för utvecklingssamarbete
2018:213	Förordning (2018:213) om bidrag för skredsäkring vid Göta älv
2018:218	Lag (2018:218) med kompletterande bestämmelser till EU:s dataskyddsförordning
2018:219	Förordning (2018:219) med kompletterande bestämmelser till EU:s dataskyddsförordning
2018:222	Lag (2018:222) om bostadsanpassningsbidrag
2018:224	Förordning (2018:224) om bostadsanpassningsbidrag
2018:258	Lag (2018:258) om behandling av personuppgifter i Arbetsmiljöverkets informationssystem om arbetsskador
2018:26	Förordning (2018:26) om Patientskadenämnden
2018:307	Förordning (2018:307) om donationsregister hos Socialstyrelsen
2018:318	Lag (2018:318) om rätt till ersättning när ett tillstånd för säsongsarbete återkallas
2018:349	Förordning (2018:349) om stöd för att främja fri kollektivtrafik för ungdomar
2018:357	Förordning (2018:357) om myndighetsgemensam infrastruktur för digital  post
2018:394	Tillkännagivande (2006:502) enligt lagen med vissa bestämmelser (2018:394) om förhandsavgörande från Europeiska unionens domstol
2018:396	Strålskyddslag (2018:396)
2018:42	Förordning (2018:42) om särskilt anställningsstöd
2018:43	Förordning (2018:43) om stöd för nystartsjobb
2018:471	Förordning (2018:471) om medelstora förbränningsanläggningar
2018:479	Förordning (2018:479) om näringsidkares upplysningsskyldighet vid  marknadsföring av konsumentkrediter
2018:49	Förordning (2018:49) om statsbidrag för stärkt kunskapsutveckling
2018:506	Strålskyddsförordning (2018:506)
2018:550	Lag (2018:550) med kompletterande bestämmelser till EU:s energimärkningsförordning
2018:551	Lag (2018:551) med kompletterande bestämmelser till EU:s däckmärkningsförordning
2018:558	Lag (2018:558) om företagshemligheter
2018:58	Förordning (2018:58) om bidrag till strandstädning
2018:585	Säkerhetsskyddslag (2018:585)
2018:596	Förordning (2018:596) om statsbidrag till regionala och lokala ideella organisationer vars verksamhet är inriktad mot hiv/aids och vissa andra smittsamma sjukdomar
2018:597	Lag (2018:597) om kommunal bokföring och redovisning
2018:649	Lag (2018:649) om förbud mot innehav av berusningsmedel m.m. vid hem för vård eller boende
2018:66	Förordning (2018:66) om statsbidrag till folkbibliotek
2018:672	Lag (2018:672) om ekonomiska föreningar
2018:673	Lag (2018:673) om införande av lagen (2018:672) om ekonomiska föreningar
2018:675	Förordning (2018:675) om miljökompensation för godstransporter på järnväg
2018:676	Lag (2018:676) om restriktioner vid statsråds och statssekreterares övergång till annan än statlig verksamhet
2018:677	Lag (2018:677) med instruktion för Nämnden för prövning av statsråds och vissa andra befattningshavares övergångsrestriktioner
2018:696	Lag (2018:696) om skatt på vissa nikotinhaltiga produkter
2018:704	Förordning (2018:704) om skatt på vissa nikotinhaltiga produkter
2018:740	Luftvårdsförordning (2018:740)
2018:744	Lag (2018:744) om försäkringsmedicinska utredningar
2018:759	Förordning (2018:759) om ekonomiska föreningar
2018:9	Lag (2018:9) om bistånd till enskilda efter evakueringar till Sverige
2018:90	Lag (2018:90) om insyn i finansiering av partier
2019:1	Tillkännagivande (2019:1) av uppgift om Riksbankens referensränta
2019:109	Lag (2019:109) om säkerhetsskydd i riksdagen och dess myndigheter
2019:1152	Förordning (2019:1152) med instruktion för Nämnden för prövning av oredlighet i forskning
2019:1161	Förordning (2019:1161) om ränta på lån till hemutrustning för flyktingar och vissa andra utlänningar för 2020
2019:1168	Förordning (2019:1168) om ränta vid betalningsskyldighet för underhållsstöd för år 2020
2019:1176	Förordning (2019:1176) om undantag från prövning av oredlighet i forskning inom det försvars- och säkerhetspolitiska området
2019:1182	Lag (2019:1182) om Säkerhetspolisens behandling av personuppgifter
2019:1193	Försäkringskassans föreskrifter (2019:1193) om procenttal för ändring av vissa underhållsbidrag
2019:1204	Lag (2019:1204) om ändring i lagen (1994:137) om mottagande av asylsökande m.fl.
2019:1215	Lag (2019:1215) med kompletterande bestämmelser till EU:s förordning om värdepapperisering
2019:1223	Förordning (2019:1223) med kompletterande bestämmelser till EU:s förordning om transparens i transaktioner för värdepappersfinansiering och om återanvändning
2019:1224	Förordning (2019:1224) med kompletterande bestämmelser till EU:s förordning om värdepapperisering
2019:1235	Förordning (2019:1235) om Säkerhetspolisens behandling av personuppgifter
2019:1245	Förordning (2019:1245) om skiktgräns för statlig inkomstskatt för beskattningsåret 2020
2019:1269	Förordning (2019:1269) om statsbidrag till konstnärer
2019:1282	Förordning (2019:1282) om statsbidrag för förebyggande arbete mot våldsbejakande extremism
2019:1283	Förordning  (2019:1283) om rättsväsendets digitalisering
2019:1288	Förordning (2019:1288) om statsbidrag till skolhuvudmän som inrättar karriärsteg för lärare
2019:1297	Lag (2019:1297) om koordineringsinsatser för sjukskrivna patienter
2019:14	Förordning (2019:14) med kompletterande bestämmelser till EU:s hamntjänstförordning
2019:152	Lag (2019:152) med kompletterande bestämmelser till EU:s hamntjänstförordning
2019:16	Förordning (2019:16) om riksmätplatser
2019:167	Förordning (2019:167) om vissa officiella beteckningar
2019:168	Lag (2019:168) om sociala trygghetsförmåner efter det att Förenade kungariket har lämnat Europeiska unionen
2019:181	Lag (2019:181) med kompletterande bestämmelser till EU:s förordning om gränsöverskridande paketleveranstjänster
2019:186	Lag (2019:186) om upphävande av Post- och telestyrelsens föreskrifter (PTSFS 2006:2) om förval och prefixval
2019:190	Förordning (2019:190) med kompletterande bestämmelser till EU:s förordning om gränsöverskridande paketleveranstjänster
2019:202	Förordning (2019:202) om statliga myndigheters lokalisering
2019:205	Lag (2019:205) om avtal om social trygghet mellan Sverige och Filippinerna
2019:212	Lag (2019:212) om viss gemensam offentlig service
2019:214	Förordning (2019:214) om viss gemensam offentlig service
2019:223	Förordning (2019:223) om tobak och liknande produkter
2019:224	Förordning (2019:224) om avgifter för unika identitetsmärkningar på tobaksförpackningar
2019:234	Lag (2019:234) om makars och sambors förmögenhetsförhållanden i internationella situationer
2019:240	Förordning (2019:240) med kompletterande bestämmelser till EU:s förordningar om makars och registrerade partners förmögenhetsförhållanden
2019:277	Lag (2019:277) med kompletterande bestämmelser till EU:s förordning om transparens i transaktioner för värdepappersfinansiering och om återanvändning
2019:284	Lag (2019:284) om röstningsrådgivare
2019:292	Förordning (2019:292) om röstningsrådgivare
2019:313	Förordning (2019:313) om avgiftsfrihet för screening för livmoderhalscancer
2019:32	Kustbevakningslag (2019:32)
2019:330	Förordning (2019:330) om upphävande av Konsumentverkets föreskrifter (KOVFS 2005:3) om formulär vid hemförsäljning
2019:369	Vägtrafikdatalag (2019:369)
2019:370	Lag (2019:370) om fordons registrering och användning
2019:382	Vägtrafikdataförordning (2019:382)
2019:383	Förordning (2019:383) om fordons registrering och användning
2019:414	Lag (2019:414) med kompletterande bestämmelser till EU:s prospektförordning
2019:424	Förordning (2019:424) med kompletterande bestämmelser till EU:s prospektförordning
2019:429	Kustbevakningsdatalag (2019:429)
2019:438	Kustbevakningsdataförordning (2019:438)
2019:453	Lag (2019:453) om godkännande av gåvomottagare vid skattereduktion för gåva
2019:456	Förordning (2019:456) om godkännande av gåvomottagare vid skattereduktion för gåva
2019:470	Förordning (2019:470) om statsbidrag till kommuner som bedriver kulturskoleverksamhet
2019:474	Förordning (2019:474) om statsbidrag för insatser som bidrar till att motverka ofrivillig ensamhet
2019:502	Förordning (2019:502) med instruktion för Migrationsverket
2019:504	Lag (2019:504) om ansvar för god forskningssed och prövning av oredlighet i forskning
2019:508	Lag (2019:508) om behandling av personuppgifter i det fördelningsanalytiska statistiksystemet för inkomster och transfereringar
2019:509	Förordning (2019:509) om behandling av personuppgifter i det fördelningsanalytiska statistiksystemet för inkomster och transfereringar
2019:518	Förordning (2019:518) om statsbidrag för fjärrundervisning
2019:525	Förordning (2019:525) om statligt stöd för installation av laddningspunkter för elfordon
2019:547	Lag (2019:547) om förbud mot användning av vissa uppgifter för att utreda brott
2019:550	Tillkännagivande (2019:550) av uppgift om Riksbankens referensränta
2019:552	Tillkännagivande (2019:552) av avtal mellan Systembolaget Aktiebolag och staten
2019:556	Förordning (2019:556) om statligt stöd för bättre vattenhushållning
2019:558	Förordning (2019:558) om statsbidrag för bättre språkutveckling i förskolan
2019:567	Förordning (2019:567) om passagerarregister
2019:572	Förordning (2019:572) om prisbasbelopp och förhöjt prisbasbelopp för år 2020
2019:59	Lag (2019:59) med kompletterande bestämmelser till EU:s geoblockeringsförordning
2019:598	Förordning (2019:598) om tillämpning av avtalet om social trygghet mellan Sverige och Filippinerna
2019:60	Förordning (2019:60) med kompletterande bestämmelser till EU:s geoblockeringsförordning
2019:601	Lag (2019:601) om tvistlösningsförfarande i ärenden som rör skatteavtal inom Europeiska unionen
2019:602	Förordning (2019:602) om tvistlösningsförfarande i ärenden som rör skatteavtal inom Europeiska unionen
2019:658	Förordning (2019:658) om upphävande av Riksantikvarieämbetets föreskrifter (KRFS 1993:1) om Länsstyrelsens beslutanderätt över bidrag till kulturmiljövård
2019:66	Djurskyddsförordning (2019:66)
2019:663	Lag (2019:663) om behandling av personuppgifter vid Myndigheten för arbetsmiljökunskap
2019:668	Lag (2019:668) om upphandlingsstatistik
2019:676	Förordning (2019:676) om stöd till byggemenskaper
2019:677	Tillkännagivande (2019:677) av de EU-bestämmelser som växtskyddslagen (1972:318) kompletterar
